frames,local,simple,no_epsilon_rnd,no_epsilon_z,normal
500.0,9.973985433578491,9.976988792419434,10.3722825050354,12.847955226898193,9.968726873397827
1000.0,12.534484148025513,12.67198657989502,13.102282762527466,15.225453853607178,12.281727313995361
1500.0,15.209484100341797,15.645490407943726,15.774780988693237,18.25545644760132,14.622726440429688
2000.0,17.888984203338623,18.074487686157227,18.285282850265503,20.58145546913147,16.836726427078247
2500.0,21.094484090805054,20.688488960266113,20.833780765533447,23.137956142425537,19.15272617340088
3000.0,23.656984329223633,23.23748779296875,23.429282903671265,25.321955919265747,21.57922673225403
3500.0,26.09948420524597,25.72498607635498,25.99628186225891,27.6664559841156,23.766226530075073
4000.0,28.569486379623413,28.33998703956604,28.5677809715271,30.098954916000366,25.925726413726807
4500.0,31.08798623085022,30.97048854827881,31.0212824344635,32.719454288482666,28.084728240966797
5000.0,33.50248646736145,33.4819860458374,34.38728308677673,35.02545404434204,30.237228393554688
5500.0,37.14398407936096,37.08198571205139,38.679781436920166,38.87845420837402,33.613728761672974
6000.0,39.7374849319458,39.50698781013489,41.291282176971436,41.12545442581177,35.77522683143616
6500.0,42.233487606048584,41.88998579978943,44.14078211784363,43.408955574035645,37.91922664642334
7000.0,44.91698479652405,44.26548910140991,47.06378102302551,45.70045590400696,40.18772888183594
7500.0,47.53998517990112,46.75798559188843,49.78178405761719,47.94845509529114,42.48822855949402
8000.0,50.21048593521118,49.099987745285034,52.383283615112305,50.196956634521484,44.68422865867615
8500.0,52.83298659324646,51.436986684799194,55.11078190803528,52.54645919799805,46.84222626686096
9000.0,55.55148434638977,53.819988489151,58.12028360366821,55.20945405960083,49.00022649765015
9500.0,57.96698451042175,56.551485776901245,60.775782346725464,57.711456537246704,51.20172667503357
10000.0,60.52698516845703,59.25798749923706,64.37428092956543,60.080453395843506,53.32122850418091
10500.0,64.11498618125916,62.563486099243164,67.77878403663635,63.128456592559814,56.30472660064697
11000.0,66.4489848613739,64.96498823165894,70.27928256988525,65.72696900367737,58.436726570129395
11500.0,68.81248664855957,67.29698729515076,72.65728211402893,68.07495522499084,60.608726501464844
12000.0,71.33498406410217,69.97848629951477,74.97628140449524,70.20695376396179,62.81872630119324
12500.0,73.76048612594604,72.8019859790802,77.25328230857849,72.43195581436157,64.97622871398926
13000.0,76.14898419380188,75.5400185585022,79.46178078651428,74.91695380210876,67.14479160308838
