frames,local,normal,simple
500.0,0.4925731122493744,0.48885631561279297,0.48383140563964844
1000.0,0.41584572196006775,0.15056593716144562,0.3891596496105194
1500.0,0.3634498715400696,0.1,0.2730073928833008
2000.0,0.2981964647769928,0.12833145260810852,0.11567018181085587
2500.0,0.31814461946487427,0.2302158772945404,0.1
3000.0,0.24267075955867767,0.6365454792976379,0.1
3500.0,0.21389269828796387,0.8922091126441956,0.1
4000.0,0.3389778137207031,0.8174982666969299,0.1
4500.0,0.2705708146095276,0.9,0.12364492565393448
5000.0,0.30945533514022827,0.9,0.1
5500.0,0.31593960523605347,0.9,0.2265716791152954
6000.0,0.2306487113237381,0.9,0.15948061645030975
6500.0,0.18085899949073792,0.9,0.1444992870092392
7000.0,0.1692267507314682,0.9,0.2371632605791092
7500.0,0.1746511608362198,0.8946669101715088,0.1
8000.0,0.27501124143600464,0.9,0.1
8500.0,0.3189353048801422,0.8937832713127136,0.1
9000.0,0.26098641753196716,0.9,0.1
9500.0,0.13900843262672424,0.8829872012138367,0.1
10000.0,0.165959432721138,0.9,0.1
10500.0,0.1308666169643402,0.9,0.1
11000.0,0.18243920803070068,0.9,0.1
11500.0,0.14364926517009735,0.5874059796333313,0.1
12000.0,0.36064180731773376,0.2935749292373657,0.1
12500.0,0.12470206618309021,0.1436036378145218,0.1
13000.0,0.10087406635284424,0.12241256237030029,0.1033235415816307
13500.0,0.1,0.1,0.1
14000.0,0.1,0.1,0.1
14500.0,0.21001139283180237,0.1,0.1
15000.0,0.1,0.1,0.1
15500.0,0.1,0.1,0.1
16000.0,0.1,0.44844478368759155,0.1
16500.0,0.1,0.7881274819374084,0.1
17000.0,0.1,0.8702183365821838,0.3618210256099701
17500.0,0.49570712447166443,0.9,0.1
18000.0,0.2665371894836426,0.9,0.1
18500.0,0.3740314841270447,0.9,0.1
19000.0,0.35854700207710266,0.4903274178504944,0.13187986612319946
19500.0,0.36024439334869385,0.12412456423044205,0.15187129378318787
20000.0,0.40587955713272095,0.15820783376693726,0.31620368361473083
20500.0,0.4885351061820984,0.1,0.6718536019325256
21000.0,0.5174208879470825,0.1,0.579930305480957
21500.0,0.6015982031822205,0.1,0.7226184606552124
22000.0,0.3590867221355438,0.1,0.7824990153312683
22500.0,0.28942257165908813,0.13665218651294708,0.8652466535568237
23000.0,0.3298950791358948,0.1,0.8170655965805054
23500.0,0.4060220420360565,0.1,0.7140048146247864
24000.0,0.14587195217609406,0.1,0.4704064726829529
24500.0,0.2673417329788208,0.1,0.3797949254512787
25000.0,0.41047877073287964,0.1,0.31742405891418457
25500.0,0.3385154604911804,0.1,0.47981223464012146
26000.0,0.5002810955047607,0.1,0.4590716063976288
26500.0,0.45446527004241943,0.1,0.2520124614238739
27000.0,0.4750820994377136,0.1,0.1
27500.0,0.5699726343154907,0.1,0.10078924149274826
