frames,no_epsilon_rnd,no_epsilon_z,local,normal,simple
500.0,0.0,0.0,0.0,0.0,0.0
1000.0,0.0,0.0,0.0,0.0,0.0
1500.0,0.0,0.0,0.0,0.0,0.0
2000.0,0.0,0.0,0.0,0.0,0.0
2500.0,0.0,0.0,0.0,0.0,0.0
3000.0,0.0,0.0,0.0,0.0,0.0
3500.0,0.0,0.0,0.11893382352941177,0.0,0.0
4000.0,0.10008012820512821,0.0,0.11473214285714285,0.0,0.0
4500.0,0.0,0.0,0.0,0.0,0.0
5000.0,0.0,0.0,0.0,0.0,0.0
5500.0,0.0,0.0,0.0,2.471875,0.0
6000.0,1.221875,0.0,0.0,0.0,0.0
6500.0,0.0,0.0,0.0,0.0,0.0
7000.0,0.0,0.0,0.0,1.221875,0.0
7500.0,0.0,0.0,0.0,0.0,0.0
8000.0,0.4066576086956522,0.0,0.0,0.0,0.0
8500.0,0.0,0.0,0.0,0.0,0.0
9000.0,0.0,0.0,1.0829861111111112,0.0,0.0
9500.0,0.0,0.0,0.5968749999999999,0.0,0.274905303030303
10000.0,0.0,0.0,0.0,0.0,0.0
10500.0,0.0,0.0,0.0,0.0,0.0
11000.0,0.274905303030303,0.0,0.0,0.0,0.0
11500.0,0.0,0.14428879310344828,0.0,0.0,0.0
12000.0,0.0,0.2421452702702703,0.0,0.0,0.0
12500.0,0.0,0.0,0.0,0.0,0.0
13000.0,0.0,0.0,0.971875,0.0,0.0
13500.0,0.0,0.0,0.0,0.0,0.0
14000.0,0.0,0.0,0.0,0.0,0.0
14500.0,0.0,0.0,0.0,0.0,0.2575892857142857
15000.0,0.16795343137254903,0.1536931818181818,0.34224537037037034,0.0,0.0
15500.0,0.0,0.0,0.0,0.0,0.0
16000.0,0.0,0.0,0.0,0.0,0.0
16500.0,0.0,0.0,0.0,0.0,0.0
17000.0,0.0,0.0,0.07391581632653062,0.0,0.0
17500.0,0.0,0.0,0.0,0.0,0.0
18000.0,0.0,0.0,0.0,0.0,0.0
18500.0,0.0,0.0,0.0,0.0,0.0
19000.0,0.0,0.274905303030303,0.0,0.0,0.0
19500.0,0.0,0.0,0.0,0.0,0.0
20000.0,0.2575892857142857,0.0,0.0953317901234568,0.5968749999999999,0.0
20500.0,0.0,0.0,0.0,0.0,0.0
21000.0,0.0,0.0,0.0,0.0,0.0
21500.0,0.0,0.0,0.0,0.0,0.0
22000.0,0.0,0.0,0.8809659090909091,0.0,0.0
22500.0,0.0,0.0,0.0,0.0,0.0
23000.0,0.0,0.0,0.0,0.13316532258064517,0.0
23500.0,0.0,0.4480654761904762,0.0,0.14731359649122808,0.0
24000.0,0.0,0.0,0.0,0.0,0.0
24500.0,0.0,0.0,0.8809659090909091,0.0,0.0
25000.0,0.0,0.0,0.21577743902439023,0.0,0.09845727848101266
25500.0,0.5968749999999999,0.0,0.0,0.0,0.0
26000.0,0.0,0.0,0.0,0.0,0.0
26500.0,0.0,0.0,0.0,0.0,0.29445564516129036
27000.0,0.0,0.0,0.0,0.0,0.0
27500.0,0.0,0.0,0.0,0.0,0.971875
28000.0,0.0,0.4480654761904762,0.0,0.0,0.0
28500.0,0.0,0.0,0.0,0.5968749999999999,0.0
29000.0,0.0,0.0,0.0,0.0,0.0
29500.0,0.0,0.08423455056179777,0.0,0.0,0.0
30000.0,0.0,0.16055424528301887,0.0,0.0,0.0
30500.0,0.0,0.0,0.0,0.0,0.0
31000.0,0.0,0.0,0.0,0.0,0.0
31500.0,0.0,0.0,0.13854166666666667,0.0,0.0
32000.0,0.0,0.0,0.0,0.0,0.0
32500.0,0.15706018518518516,0.0,0.0,0.0,0.0
33000.0,0.29445564516129036,0.0,0.0,0.0,0.0
33500.0,0.0,0.0,0.0,0.0,0.0
34000.0,0.0,0.0,0.0,0.0,0.0
34500.0,0.0,0.0,0.0,0.0,0.0
35000.0,0.0,0.0,0.0,0.0,0.0
35500.0,0.0,0.0,0.0,0.0,0.0
36000.0,0.0,0.0,0.0,0.0,0.17595663265306122
36500.0,0.0,0.0,1.6385416666666668,0.0,0.0
37000.0,0.07288510101010101,0.0,0.0,0.0,0.0
37500.0,0.0,0.0,0.0,0.0,0.0
38000.0,0.0,0.0,0.0,0.0,0.09382621951219512
38500.0,0.0,0.0,0.0,0.0,0.0
39000.0,0.0,0.0,0.0,0.0,0.0
39500.0,0.0,0.0,0.24965277777777775,0.0,0.0
40000.0,0.0,0.0,0.0,1.4004464285714284,0.0
40500.0,0.0,0.0,0.0,0.0,0.0
41000.0,0.0,0.0,0.0,0.0,0.8052083333333334
41500.0,0.0,0.0,0.0,0.10174512987012986,0.0
42000.0,0.0,0.0,0.0,0.0,0.0
42500.0,1.6385416666666668,0.0,0.0,0.6861607142857142,0.0
43000.0,0.0,0.0,0.0,0.0,0.0
43500.0,0.0,0.0,0.0,0.0,0.0
44000.0,0.11076388888888888,0.0,0.0,0.0,2.471875
44500.0,0.0,0.0,0.971875,0.0,0.0
45000.0,0.0,2.471875,0.0,0.08057065217391304,2.471875
45500.0,0.0,0.971875,0.0,0.0,0.0
46000.0,0.0,0.0,0.0,0.0,0.0
46500.0,0.0,0.3885416666666666,0.0,0.0,0.0
47000.0,0.0,0.0,0.0,0.0,0.0
47500.0,0.0,0.0,0.0,0.0,0.0
48000.0,0.07604166666666666,0.1641826923076923,0.0,0.3167025862068965,0.0
48500.0,0.0,0.0,0.0,0.15706018518518516,0.0
49000.0,0.0794018817204301,0.0,0.0,0.0,0.0
49500.0,0.1306051587301587,0.0,0.6385416666666667,0.0,0.0
50000.0,4.971875,0.0,0.0,0.0,0.15706018518518516
50500.0,0.0,0.0,0.971875,0.0,0.7411057692307691
51000.0,0.0,0.0,0.0,0.0,0.16055424528301887
51500.0,0.0,0.0,0.0,0.0,0.0
52000.0,0.0,0.0,0.560110294117647,0.0,0.0
52500.0,0.0,0.071875,0.0,0.0,0.8809659090909091
53000.0,0.0,0.0,0.096875,0.0,2.471875
53500.0,0.0,0.0,0.0,0.0,0.0
54000.0,0.0,0.0,0.0,1.0829861111111112,0.0
54500.0,0.0,0.0,0.14731359649122808,0.0,0.5968749999999999
55000.0,0.0,0.0,0.0,0.0,0.0
55500.0,0.0,0.0,0.0,0.0,0.0
56000.0,0.0,0.0,0.0,0.0,0.0
56500.0,0.0,0.0,0.4480654761904762,0.0,0.0
57000.0,0.0,0.0,0.0,0.0,0.0
57500.0,0.0,0.0,0.0,0.30520833333333336,0.0
58000.0,0.0,0.0,0.0,0.0,0.0
58500.0,0.560110294117647,0.0,0.0,0.0,0.0
59000.0,0.0,0.0,0.0,0.0,0.0
59500.0,0.971875,0.0,0.0,0.09845727848101266,0.0
60000.0,0.0,0.0,0.0,0.0,0.0
60500.0,0.0,0.0,0.0,0.0,0.0
61000.0,0.0,0.0,0.11272007042253522,0.0,0.0
61500.0,0.0,0.22828525641025643,0.0,0.0,0.24965277777777775
62000.0,0.0,0.0,0.0,0.0,0.0
62500.0,0.0,0.096875,0.0,0.0,0.0
63000.0,0.0,0.0,0.0,0.0,0.4066576086956522
63500.0,1.0829861111111112,0.0,0.0,0.0,0.0
64000.0,0.0,0.15706018518518516,0.3564903846153846,0.0,0.0
64500.0,0.0,0.0,0.34224537037037034,0.0,0.0
65000.0,0.0,0.0,0.0,0.0,0.0
65500.0,0.0,0.0,0.0,0.12339015151515152,0.0
66000.0,0.0,0.0,0.0,0.0,0.0
66500.0,0.0,0.0,0.0,0.0,0.0
67000.0,0.0,0.12112873134328357,0.0,0.0,9.971875
67500.0,0.0,0.0,0.0,0.0,0.0
68000.0,0.0,0.0,0.0,0.0,0.0
68500.0,0.0,0.0,0.0,0.0,0.0
69000.0,0.11680253623188405,0.0,0.1536931818181818,0.0,0.0
69500.0,0.0,0.0,0.0,0.0,4.971875
70000.0,1.221875,0.0,0.0,0.3564903846153846,0.29445564516129036
