frames,no_epsilon_rnd,no_epsilon_z,local,normal,simple
500.0,0.0,0.0,0.0,0.0,0.0
1000.0,0.0,0.0,0.0,0.0,0.0
1500.0,0.0,0.0,0.0,0.0,0.0
2000.0,0.0,0.0,0.0,0.0,0.0
2500.0,0.0,0.0,0.0,0.0,0.0
3000.0,0.0,0.0,0.0,0.0,0.0
3500.0,0.0,0.0,0.9735153020958595,0.0,0.0
4000.0,0.8781995608856379,0.0,0.9530367557008684,0.0,0.0
4500.0,0.0,0.0,0.0,0.0,0.0
5000.0,0.0,0.0,0.0,0.0,0.0
5500.0,0.0,0.0,0.0,4.281413089959319,0.0
6000.0,3.2327773832070466,0.0,0.0,0.0,0.0
6500.0,0.0,0.0,0.0,0.0,0.0
7000.0,0.0,0.0,0.0,3.2327773832070466,0.0
7500.0,0.0,0.0,0.0,0.0,0.0
8000.0,1.9073932566781961,0.0,0.0,0.0,0.0
8500.0,0.0,0.0,0.0,0.0,0.0
9000.0,0.0,0.0,3.0631472923900582,0.0,0.0
9500.0,0.0,0.0,2.3116869347675513,0.0,1.5550992316549601
10000.0,0.0,0.0,0.0,0.0,0.0
10500.0,0.0,0.0,0.0,0.0,0.0
11000.0,1.5550992316549601,0.0,0.0,0.0,0.0
11500.0,0.0,1.0893564987960704,0.0,0.0,0.0
12000.0,0.0,1.4528716216216218,0.0,0.0,0.0
12500.0,0.0,0.0,0.0,0.0,0.0
13000.0,0.0,0.0,2.9156249999999995,0.0,0.0
13500.0,0.0,0.0,0.0,0.0,0.0
14000.0,0.0,0.0,0.0,0.0,0.0
14500.0,0.0,0.0,0.0,0.0,1.5019907336275617
15000.0,1.1876101024707886,1.1294096171980392,1.7451158219553082,0.0,0.0
15500.0,0.0,0.0,0.0,0.0,0.0
16000.0,0.0,0.0,0.0,0.0,0.0
16500.0,0.0,0.0,0.0,0.0,0.0
17000.0,0.0,0.0,0.727986364303679,0.0,0.0
17500.0,0.0,0.0,0.0,0.0,0.0
18000.0,0.0,0.0,0.0,0.0,0.0
18500.0,0.0,0.0,0.0,0.0,0.0
19000.0,0.0,1.5550992316549601,0.0,0.0,0.0
19500.0,0.0,0.0,0.0,0.0,0.0
20000.0,1.5019907336275617,0.0,0.8526734525311699,2.3116869347675513,0.0
20500.0,0.0,0.0,0.0,0.0,0.0
21000.0,0.0,0.0,0.0,0.0,0.0
21500.0,0.0,0.0,0.0,0.0,0.0
22000.0,0.0,0.0,2.785858813688109,0.0,0.0
22500.0,0.0,0.0,0.0,0.0,0.0
23000.0,0.0,0.0,0.0,1.0400544175274893,0.0
23500.0,0.0,2.0038097262654366,0.0,1.1023940129672785,0.0
24000.0,0.0,0.0,0.0,0.0,0.0
24500.0,0.0,0.0,2.785858813688109,0.0,0.0
25000.0,0.0,0.0,1.3646963499903477,0.0,0.8695511390937505
25500.0,2.3116869347675513,0.0,0.0,0.0,0.0
26000.0,0.0,0.0,0.0,0.0,0.0
26500.0,0.0,0.0,0.0,0.0,1.6127999903957564
27000.0,0.0,0.0,0.0,0.0,0.0
27500.0,0.0,0.0,0.0,0.0,2.9156249999999995
28000.0,0.0,2.0038097262654366,0.0,0.0,0.0
28500.0,0.0,0.0,0.0,2.3116869347675513,0.0
29000.0,0.0,0.0,0.0,0.0,0.0
29500.0,0.0,0.7901901269533996,0.0,0.0,0.0
30000.0,0.0,1.157773127722694,0.0,0.0,0.0
30500.0,0.0,0.0,0.0,0.0,0.0
31000.0,0.0,0.0,0.0,0.0,0.0
31500.0,0.0,0.0,1.0641587338192966,0.0,0.0
32000.0,0.0,0.0,0.0,0.0,0.0
32500.0,1.143415407378896,0.0,0.0,0.0,0.0
33000.0,1.6127999903957564,0.0,0.0,0.0,0.0
33500.0,0.0,0.0,0.0,0.0,0.0
34000.0,0.0,0.0,0.0,0.0,0.0
34500.0,0.0,0.0,0.0,0.0,0.0
35000.0,0.0,0.0,0.0,0.0,0.0
35500.0,0.0,0.0,0.0,0.0,0.0
36000.0,0.0,0.0,0.0,0.0,1.2190633107353397
36500.0,0.0,0.0,3.663890550632468,0.0,0.0
37000.0,0.7215256884039247,0.0,0.0,0.0,0.0
37500.0,0.0,0.0,0.0,0.0,0.0
38000.0,0.0,0.0,0.0,0.0,0.8444359756097561
38500.0,0.0,0.0,0.0,0.0,0.0
39000.0,0.0,0.0,0.0,0.0,0.0
39500.0,0.0,0.0,1.4769657514057721,0.0,0.0
40000.0,0.0,0.0,0.0,3.430379162103049,0.0
40500.0,0.0,0.0,0.0,0.0,0.0
41000.0,0.0,0.0,0.0,0.0,2.670573919734088
41500.0,0.0,0.0,0.0,0.8869934782026354,0.0
42000.0,0.0,0.0,0.0,0.0,0.0
42500.0,3.663890550632468,0.0,0.0,2.473987638566139,0.0
43000.0,0.0,0.0,0.0,0.0,0.0
43500.0,0.0,0.0,0.0,0.0,0.0
44000.0,0.9333131172372424,0.0,0.0,0.0,4.281413089959319
44500.0,0.0,0.0,2.9156249999999995,0.0,0.0
45000.0,0.0,4.281413089959319,0.0,0.768595035924251,4.281413089959319
45500.0,0.0,2.9156249999999995,0.0,0.0,0.0
46000.0,0.0,0.0,0.0,0.0,0.0
46500.0,0.0,1.8633803731204628,0.0,0.0,0.0
47000.0,0.0,0.0,0.0,0.0,0.0
47500.0,0.0,0.0,0.0,0.0,0.0
48000.0,0.741162486636515,1.1724989463208573,0.0,1.6758325653488864,0.0
48500.0,0.0,0.0,0.0,1.143415407378896,0.0
49000.0,0.7615960947303734,0.0,0.0,0.0,0.0
49500.0,1.028386048227832,0.0,2.389204143846277,0.0,0.0
50000.0,4.971875,0.0,0.0,0.0,1.143415407378896
50500.0,0.0,0.0,2.9156249999999995,0.0,2.5672656921802157
51000.0,0.0,0.0,0.0,0.0,1.157773127722694
51500.0,0.0,0.0,0.0,0.0,0.0
52000.0,0.0,0.0,2.240441176470588,0.0,0.0
52500.0,0.0,0.715147220420383,0.0,0.0,2.785858813688109
53000.0,0.0,0.0,0.8610438341774477,0.0,4.281413089959319
53500.0,0.0,0.0,0.0,0.0,0.0
54000.0,0.0,0.0,0.0,3.0631472923900582,0.0
54500.0,0.0,0.0,1.1023940129672785,0.0,2.3116869347675513
55000.0,0.0,0.0,0.0,0.0,0.0
55500.0,0.0,0.0,0.0,0.0,0.0
56000.0,0.0,0.0,0.0,0.0,0.0
56500.0,0.0,0.0,2.0038097262654366,0.0,0.0
57000.0,0.0,0.0,0.0,0.0,0.0
57500.0,0.0,0.0,0.0,1.6435971755108434,0.0
58000.0,0.0,0.0,0.0,0.0,0.0
58500.0,2.240441176470588,0.0,0.0,0.0,0.0
59000.0,0.0,0.0,0.0,0.0,0.0
59500.0,2.9156249999999995,0.0,0.0,0.8695511390937505,0.0
60000.0,0.0,0.0,0.0,0.0,0.0
60500.0,0.0,0.0,0.0,0.0,0.0
61000.0,0.0,0.0,0.943083771106412,0.0,0.0
61500.0,0.0,1.407244831286748,0.0,0.0,1.4769657514057721
62000.0,0.0,0.0,0.0,0.0,0.0
62500.0,0.0,0.8610438341774477,0.0,0.0,0.0
63000.0,0.0,0.0,0.0,0.0,1.9073932566781961
63500.0,3.0631472923900582,0.0,0.0,0.0,0.0
64000.0,0.0,1.143415407378896,1.7824519230769234,0.0,0.0
64500.0,0.0,0.0,1.7451158219553082,0.0,0.0
65000.0,0.0,0.0,0.0,0.0,0.0
65500.0,0.0,0.0,0.0,0.9948032051167625,0.0
66000.0,0.0,0.0,0.0,0.0,0.0
66500.0,0.0,0.0,0.0,0.0,0.0
67000.0,0.0,0.9840544653376674,0.0,0.0,0.0
67500.0,0.0,0.0,0.0,0.0,0.0
68000.0,0.0,0.0,0.0,0.0,0.0
68500.0,0.0,0.0,0.0,0.0,0.0
69000.0,0.9631783884481836,0.0,1.1294096171980392,0.0,0.0
69500.0,0.0,0.0,0.0,0.0,4.971875
